Categoria,Imagen,Codigo,Nombre,Cantidad,Precio,Cantidad 2,Precio 2,Cantidad 3,Precio 3,imagenhot,imagensp,,https://www.herramientasyconexiones.com/productos/m/1673631333-59.jpg
Herramientas,https://www.herramientasyconexiones.com/productos/m/1606490357-1.jpg,30005,Llave stillson 10 pulg  , 1 a 5,59.20, 6  a 11,55.70, 12 o más,53.10,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1606490449-24.jpg,30006,Llave stillson 12 pulg , 1 a 5,69.70, 6  a 11,65.50, 12 o más,62.40,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1603916330-91.jpg,30004,Llave stillson 8 pulg  , 1 a 5,53.60, 6  a 11,50.40, 12 o más,48.00,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1675958248-54.jpg,L1020,Llave stillson jgo 3 pzas 8 10 12 pulg HD , 1 a 11,235.90, 12 o más,224.60,,,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1674858564-18.jpg,33005,Llave universal cabezal giratorio , 1 a 5,92.60, 6  a 11,87.10, 12 o más,82.90,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1781106401-1.jpg,21613,llaves allen jgo. 13 pzas standard , 1 a 11,45.80, 12  a 23,43.10, 24 o más,41.00,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1781106341-16.jpg,20087,llaves allen jgo. 7 pzas standard , 1 a 11,20.80, 12  a 23,19.50, 24 o más,18.60,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1774277508-131.jpg,30188,llaves allen jgo. 8 pzas standard , 1 a 11,17.10, 12  a 23,16.10, 24 o más,15.40,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1614902000-50.jpg,30737,LLaves allen milimetricas jgo 7 pzas navaja , 1 a 5,55.90, 6  a 47,52.50, 48 o más,49.90,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1760037503-116.jpg,2987,Llaves COMBINADAS  jgo 5 pzas STD  , 1 a 5,65.80, 6 o más,62.60,,,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1750434576-138.jpg,31118,Llaves combinadas jgo 11 pzas std , 1 a 2,178.90, 3  a 5,168.20, 6 o más,160.20,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1747430954-105.jpg,10402,Llaves combinadas jgo 6 pzas  , 1 a 5,123.30, 6  a 11,115.90, 12 o más,110.40,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1781105764-105.jpg,31116,Llaves combinadas jgo 6 pzas MILIMETRICAS , 1 a 5,83.10, 6  a 11,78.10, 12 o más,74.40,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1739636332-37.jpg,31117,Llaves combinadas jgo 6 pzas std , 1 a 5,82.50, 6  a 11,77.60, 12 o más,73.90,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1760037415-117.jpg,2993,Llaves ESPAÑOLA  jgo 5 pzas STD  , 1 a 5,77.50, 6 o más,73.70,,,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1606486375-43.jpg,30734,Llaves hexagonal std 9 pzas tipo navaja , 1 a 5,55.90, 6  a 11,52.50, 12 o más,49.90,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1571953557-35.jpg,30065,lleva perico cromada 6 , 1 a 11,40.50, 12 o más,36.30,,,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1600786768-142.jpg,30066,lleva perico cromada 8 , 1 a 11,53.60, 12  a 23,50.40, 24 o más,48.00,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1746051369-85.jpg,P0195,Machete BELLOTA extremo 12 pulg , 1 a 5,119.80, 6 o más,115.20,,,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1746051866-23.jpg,3008,Machete standard 18 pulg  , 1 a 11,49.90, 12 o más,47.80,,,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1746051866-23.jpg,3009,Machete standard 20 pulg  , 1 a 11,51.30, 12 o más,49.20,,,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1744840534-48.jpg,4410,Mango para marro 12 pulg s/cuña. , 1 a 11,20.00, 12 o más,19.20,,,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1744840622-102.jpg,4411,Mango para martillo de uña 14 pulg c/cuña , 1 a 11,20.00, 12 o más,19.20,,,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1768861878-2.jpg,81251,Marro octagonal 2 lbs , 1 a 2,78.40, 3  a 5,73.70, 6 o más,70.20,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1768861878-2.jpg,81252,Marro octagonal 3 lbs , 1 a 2,102.80, 3  a 5,96.70, 6 o más,92.10,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1768861878-2.jpg,81253,Marro octagonal 4 lbs , 1 a 2,120.50, 3  a 5,113.30, 6 o más,107.90,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1778181305-16.jpg,50603,Martillo de bola ergonomico 16 oz , 1 a 5,62.30, 6  a 11,58.60, 12 o más,55.80,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1744395457-9.jpg,M1001,Martillo ergonomico 8 onzas hammer ,1 ó más,37.40,,,,,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1638480490-134.jpg,32002,Martillo tubular 16 oz , 1 a 5,69.40, 6  a 11,65.20, 12 o más,62.10,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1712273556-55.jpg,9990,Martillo tubular 16 oz uña recta , 1 a 5,79.90, 6  a 11,75.20, 12 o más,71.60,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1728671482-18.jpg,50302,Martillo tubular 20 onzas curvo , 1 a 5,79.90, 6  a 11,75.20, 12 o más,71.60,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1768862066-18.jpg,50701,Martillo u  , 1 a 5,62.20, 6  a 11,58.50, 12 o más,55.70,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1778182095-29.jpg,19991,Martillo una recta ergonomico 16 oz , 1 a 5,63.10, 6  a 11,59.40, 12 o más,56.50,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1733440128-102.jpg,32006,Martillo uña curva 16 oz mango ergonomico , 1 a 5,99.80, 6  a 11,93.80, 12 o más,89.30,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1581533856-107.jpg,30011,Martillo uña CURVA 16 oz mango madera , 1 a 5,67.50, 6  a 11,63.40, 12 o más,60.40,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1756505173-144.jpg,M1035,Martillo uña CURVA 16 oz mango madera LIGERO   500 GRS   , 1 a 5,44.10, 6  a 11,41.50, 12 o más,39.50,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1623337224-24.jpg,30012,Martillo uña CURVA 20 oz mango madera , 1 a 5,72.40, 6  a 11,68.10, 12 o más,64.80,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1760023622-39.jpg,F0030,Matraca con 12 dados y extension juego , 1 a 5,62.90, 6  a 11,59.20, 12 o más,56.40,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1686332239-1.jpg,BE410,me Bordeadora electrica 10 pulg 350 wtts ,1 ó más,469.90,,,,,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1686331508-36.jpg,BE510,me Bordeadora electrica 10 pulg 450 wtts ,1 ó más,701.30,,,,,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1686333242-128.jpg,T320,me Bordeadora RECARGABLE  11 pulg ,1 ó más,1411.50,,,,,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1768920139-132.jpg,3502,MENDOZA Diabolos 2000 express cal 4.5 , 1 a 11,35.00, 12 o más,33.60,,,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1665066060-105.jpg,3503,MENDOZA Diabolos 2000 express cal 5.5 , 1 a 11,35.00, 12 o más,33.60,,,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1694190088-99.jpg,MEB3,Mensula blanca No 3 de 12.5x15 cms , 1 a 59,5.50, 60  a 119,5.30, 120 o más,5.10,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1694190225-100.jpg,MEB4,Mensula blanca No 4 de 15x20 cms , 1 a 59,6.10, 60  a 119,5.90, 120 o más,5.60,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1694190309-19.jpg,MEB5,Mensula blanca No 5 de 20x25 cms , 1 a 59,8.40, 60  a 119,8.10, 120 o más,7.70,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1694190500-89.jpg,MEB6,Mensula blanca No 6 de 25x30 cms , 1 a 59,10.40, 60  a 119,10.00, 120 o más,9.60,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1694190567-125.jpg,MEB7,Mensula blanca No 7 de 30x33.5 cms , 1 a 59,15.60, 60  a 119,15.20, 120 o más,14.40,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1778181837-14.jpg,3002W,Mensula decorativa blanca 20x15 cm , 1 a 19,17.10, 20  a 39,16.10, 40 o más,15.30,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1778181837-14.jpg,3002B,Mensula decorativa negra 20x15 cm , 1 a 19,17.10, 20  a 39,16.10, 40 o más,15.30,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1694189442-118.jpg,MEN3,Mensula repisa No 3 de 12.5x15 cms , 1 a 59,4.50, 60  a 119,4.20, 120 o más,4.00,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1694189607-43.jpg,MEN4,Mensula repisa No 4 de 15x20 cms , 1 a 59,5.40, 60  a 119,5.20, 120 o más,4.90,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1694189728-37.jpg,MEN5,Mensula repisa No 5 de 20x25 cms , 1 a 59,7.40, 60  a 119,7.10, 120 o más,6.80,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1694189802-57.jpg,MEN6,Mensula repisa No 6 de 25x30 cms , 1 a 59,9.40, 60  a 119,9.10, 120 o más,8.70,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1694189896-95.jpg,MEN7,Mensula repisa No 7 de 30x33.5 cms , 1 a 59,14.70, 60  a 119,14.20, 120 o más,13.50,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1781026592-140.jpg,24674,Navaja MULTIUSOS blister , 1 a 11,35.10, 12  a 23,33.00, 24 o más,31.50,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1734799620-124.jpg,5012,Nivel aluminio 14 pulg tres gotas , 1 a 5,35.80, 6  a 11,33.70, 12 o más,32.10,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1616508084-53.jpg,5013,Nivel aluminio 18 pulg tres gotas ligero , 1 a 5,39.50, 6  a 11,37.10, 12 o más,35.30,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1616508972-149.jpg,5014,Nivel aluminio 24 pulg tres gotas ligero , 1 a 5,47.80, 6  a 11,44.90, 12 o más,42.80,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1704469096-80.jpg,30751,Nivel con laser tres gotas , 1 a 5,93.20, 6  a 11,87.60, 12 o más,83.40,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1675265515-59.jpg,5021,Nivel de aluminio profesional 14 pulg tres gotas , 1 a 5,63.30, 6  a 11,59.60, 12 o más,56.70,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1675265515-59.jpg,5022,Nivel de aluminio profesional 16 pulg tres gotas , 1 a 5,65.70, 6  a 11,31.80, 12 o más,58.90,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1675265515-59.jpg,5023,Nivel de aluminio profesional 18 pulg tres gotas , 1 a 5,71.70, 6  a 11,67.40, 12 o más,64.20,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1675265515-59.jpg,5024,Nivel de aluminio profesional 24 pulg tres gotas , 1 a 5,86.00, 6  a 11,80.90, 12 o más,77.00,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1667259098-47.jpg,NIVE1045,Nivel de plastico 16 pulgadas , 1 a 11,29.20, 12  a 23,27.50, 24 o más,26.20,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/Nivel-de-plastico-16-pulgadas-948950.jpg,NIVE1050,Nivel de plastico 18 pulgadas , 1 a 11,34.50, 12  a 23,32.40, 24 o más,30.90,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1623509680-143.jpg,NIVE1055,Nivel de plastico 20 pulgadas , 1 a 11,36.20, 12  a 23,34.10, 24 o más,32.40,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/Nivel-de-plastico-20-pulgadas-118765.jpg,NIVE1060,Nivel de plastico 22 pulgadas , 1 a 11,39.60, 12  a 23,37.30, 24 o más,35.50,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1711561889-50.jpg,NIVE1065,Nivel de plastico 24 pulgadas , 1 a 11,39.50, 12  a 23,37.20, 24 o más,35.40,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1744394230-5.jpg,NIVE1070,nivel torpedo aluminio con iman 9 pulg , 1 a 11,23.10, 12  a 23,21.70, 24 o más,20.60,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1621534373-53.jpg,NIVE1010,Nivel torpedo magnetico 9 pulg , 1 a 23,13.80, 24  a 47,12.90, 48 o más,12.30,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1723660011-143.jpg,30050,Pinza chofer 6 pulg. , 1 a 5,37.00, 6  a 11,34.80, 12 o más,33.20,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1618511920-119.jpg,8001,Pinza de chofer 6 pulg , 1 a 5,30.50, 6  a 11,28.70, 12 o más,27.30,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1618511920-119.jpg,8003,Pinza de chofer 8 pulg , 1 a 5,59.90, 6  a 11,56.40, 12 o más,53.80,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/373502592-142.jpg,6001,Pinza de corte diagonal 6 pulg , 1 a 5,36.00, 6  a 11,33.90, 12 o más,32.30,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/373502592-142.jpg,6003,Pinza de corte diagonal 8 pulg , 1 a 5,46.90, 6  a 11,44.10, 12 o más,42.00,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1583598523-21.jpg,PINZ1205,Pinza de presion 10 pulg. , 1 a 11,57.10, 12  a 23,53.70, 24 o más,51.10,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1676063797-4.jpg,13HT,Pinza de presion 10 pulg. con forro , 1 a 11,62.30, 12  a 23,58.60, 24 o más,55.80,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1693431677-77.jpg,4001,pinza electricista 6 pulg. , 1 a 5,36.00, 6  a 11,33.90, 12 o más,32.30,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1640727824-121.jpg,67185,Pinza electricista 8 ligera , 1 a 11,20.80, 12  a 23,19.60, 24 o más,18.80,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/373502590-89.jpg,4003,pinza electricista 8 pulg. , 1 a 5,46.90, 6  a 11,44.10, 12 o más,42.00,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1768835585-110.jpg,PINZ1087,pinza electricista 8 pulg. , 1 a 11,38.50, 12  a 23,36.20, 24 o más,34.40,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1718305963-34.jpg,4008,Pinza pelacables , 1 a 5,75.40, 6 o más,69.70,,,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1750434045-111.jpg,4007,Pinza pelacables automatica 6 pulg , 1 a 2,94.50, 3  a 5,88.80, 6 o más,84.60,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1621007710-131.jpg,P5001,pinza punta y corte  6 pulg. , 1 a 5,39.30, 6  a 11,36.90, 12 o más,35.20,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/373502591-74.jpg,P5002,pinza punta y corte  7 pulg. , 1 a 5,36.40, 6  a 11,34.20, 12 o más,32.60,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1664198848-118.jpg,P5003,pinza punta y corte 8 pulg. , 1 a 5,48.00, 6  a 11,45.10, 12 o más,43.00,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1773254790-97.jpg,11206,Pinzas jgo 3 pzas de  6 pulgadas alta calidad , 1 a 5,108.50, 6  a 11,102.10, 12 o más,97.20,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1750460489-61.jpg,11207,Pinzas jgo 4 pzas 8 y 6 pulgadas alta calidad , 1 a 5,162.80, 6  a 11,153.10, 12 o más,145.80,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1773256290-120.jpg,11208,"Pinzas jgo 5 pzas 6,8y10 pulg ", 1 a 2,239.20, 3  a 5,224.90, 6 o más,214.20,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1768943837-101.jpg,67184,PINZAS JUEGO DE TRES PIEZAS 6 PULG , 1 a 11,68.40, 12  a 23,64.30, 24 o más,61.20,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1603916451-105.jpg,30182,Pinzas juego de tres pzas 8 pulg. , 1 a 11,73.90, 12  a 23,69.50, 24 o más,66.20,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1651672553-52.jpg,30275,Pistola de engrane para engrasar , 1 a 2,116.60, 3  a 5,109.60, 6 o más,104.40,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1703721081-146.jpg,1001,pistola para calafatear 9 pulg.FUMETAX , 1 a 23,29.50, 24  a 47,27.70, 48 o más,26.40,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1651693995-77.jpg,30052,pistola para calafatear esqueleto 9 pulg. , 1 a 23,28.40, 24  a 47,26.70, 48 o más,25.40,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1736793303-18.jpg,33512,Prensa tipo pinza plastica 6 pulg , 1 a 5,16.80, 6  a 11,15.80, 12 o más,14.90,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1651673078-59.jpg,30460,Regla acero inox 30 cms , 1 a 23,10.70, 24  a 47,9.90, 48 o más,9.50,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1622142473-138.jpg,sw22001,Remachadora profesional , 1 a 5,70.90, 6  a 11,66.70, 12 o más,63.50,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1769180165-58.jpg,AJAXPL,Resbalon AJAX  con pija color GALVANIZADO , 1 a 49,4.70, 50  a 99,4.40, 100 o más,4.20,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1769180026-100.jpg,AJAXLTN,Resbalon AJAX  con pija color laton , 1 a 49,4.70, 50  a 99,4.40, 100 o más,4.20,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1626794107-45.jpg,30545,Serrote 18 pulg mango madera , 1 a 5,57.20, 6  a 11,53.70, 12 o más,51.20,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1778540795-89.jpg,61304,Serrote 18 pulg mango plastico , 1 a 5,47.80, 6  a 11,44.90, 12 o más,42.80,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1628715927-87.jpg,30546,Serrote 20 pulg mango madera , 1 a 5,61.30, 6  a 11,57.60, 12 o más,54.90,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1778540312-13.jpg,30547,Serrote 20 pulg mango plastico , 1 a 5,66.40, 6  a 11,61.60, 12 o más,59.80,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1589039898-44.jpg,41302,Serrucho para plafon y muros de yeso , 1 a 5,47.80, 6  a 11,44.90, 12 o más,42.80,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1695738115-129.jpg,22496,Sujetador uso rudo 2 PACK 5 mts , 1 a 2,169.70, 3  a 5,159.60, 6 o más,152.00,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1695738525-46.jpg,46558,Sujetador uso rudo 2 pulg x 8 mts , 1 a 2,212.90, 3  a 5,199.80, 6 o más,190.70,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1699634083-54.jpg,33229,t Clavo para madera 11 2 pulg ,1 ó más,6.70,,,,,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1614898484-102.jpg,30041,Tenaza para carpintereo 8 pulg , 1 a 5,48.30, 6  a 11,45.40, 12 o más,43.20,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
Herramientas,https://www.herramientasyconexiones.com/productos/m/1637419200-96.jpg,30180,Tijera hojalatero 10 pulg , 1 a 5,59.50, 6  a 11,56.30, 12 o más,52.80,https://www.herramientasyconexiones.com/productos/m/1775670646-21.jpg,,,
